evidence_label,pair_id,sample_id,reference_id,genuine,baseline_score,aligned_score,baseline_prediction,aligned_prediction,baseline_raw_cosine,aligned_raw_cosine,ablation_deployed_bbox_score,ablation_deployed_aligned_score,v1_confounded_bbox_score,v1_confounded_aligned_score
REAL DATA,58,6046,4,False,0.02457,-0.08201,False,False,0.03248,-0.06991,0.02457,-0.08201,0.02457,-0.159
REAL DATA,59,2513,4,False,-0.2,-0.2,False,False,-0.31827,-0.35849,-0.2,-0.11274,-0.2,-0.02088
REAL DATA,60,4863,4,False,0.02457,-0.11274,False,False,0.08071,0.24748,-0.2,-0.11274,0.15819,-0.05138
REAL DATA,61,2108,4,False,-0.1899,-0.2,False,False,0.02069,-0.17975,-0.2,-0.2,-0.159,0.12891
REAL DATA,62,197,4,False,-0.05138,0.08452,False,False,0.04205,0.13188,-0.00569,-0.2,-0.05138,-0.05138
REAL DATA,63,649,4,False,0.17273,-0.05138,False,False,0.09611,-0.02087,-0.17444,-0.14356,0.00946,-0.06668
REAL DATA,64,1406,4,False,-0.2,-0.2,False,False,-0.1632,-0.21514,0.14358,-0.09736,-0.09736,0.25845
REAL DATA,65,5186,4,False,-0.03612,0.12891,False,False,-0.04744,0.14106,0.11417,0.06961,0.00946,0.25845
REAL DATA,66,4659,4,False,-0.00569,0.05464,False,False,-0.12645,0.01983,0.11417,0.09937,0.11417,0.23018
REAL DATA,67,5404,4,False,0.09937,0.02457,False,False,0.01662,0.03535,-0.12814,-0.02088,-0.05138,-0.03612
REAL DATA,68,4656,4,False,0.17273,-0.14356,False,False,0.0722,-0.06246,-0.14356,-0.1899,-0.11274,-0.02088
REAL DATA,69,5917,4,False,0.38136,0.28639,False,False,0.29747,0.33629,0.23018,0.09937,0.34122,-0.1899
REAL DATA,70,735,4,False,0.14358,0.02457,False,False,-0.01411,0.10105,0.25845,0.25845,0.06961,0.08452
REAL DATA,71,4719,4,False,0.15819,-0.00569,False,False,0.14313,0.07494,0.11417,0.23018,0.28639,-0.06668
REAL DATA,72,5779,4,False,0.38136,0.38136,False,False,0.25698,0.31397,0.39454,0.21593,0.32765,0.31398
REAL DATA,73,96,4,False,0.24436,-0.03612,False,False,0.10236,-0.02035,0.06961,-0.2,-0.05138,-0.1899
REAL DATA,74,187,4,False,0.11417,0.03963,False,False,0.05507,-0.05534,-0.17444,0.03963,-0.2,0.06961
REAL DATA,75,761,4,False,0.38136,-0.02088,False,False,0.33319,0.1569,0.30023,0.31398,0.40763,0.17273
REAL DATA,76,825,4,False,-0.2,-0.159,False,False,-0.08479,-0.12149,-0.2,-0.2,-0.2,-0.17444
REAL DATA,77,1527,4,False,0.11417,-0.1899,False,False,0.01135,-0.07603,0.09937,0.05464,-0.09736,-0.02088
REAL DATA,78,12,4,False,-0.05138,-0.17444,False,False,-0.12405,-0.00532,-0.159,-0.09736,-0.2,-0.2
REAL DATA,79,2214,4,False,0.30023,0.15819,False,False,0.28652,0.13117,0.38136,0.25845,0.21593,0.08452
REAL DATA,80,5668,4,False,0.25845,0.30023,False,False,0.35824,0.33493,0.5325,0.49622,0.52053,0.23018
REAL DATA,81,1069,4,False,0.02457,0.27246,False,False,0.1329,0.22109,0.00946,-0.03612,0.00946,-0.09736
REAL DATA,82,897,4,False,-0.02088,0.24436,False,False,-0.03572,0.14757,0.15819,-0.05138,0.08452,0.03963
REAL DATA,83,4983,4,False,0.14358,0.00946,False,False,0.12295,0.05544,0.23018,0.30023,0.06961,0.23018
REAL DATA,84,1932,4,False,0.12891,-0.02088,False,False,-0.00588,-0.09306,0.14358,-0.09736,-0.17444,-0.08201
REAL DATA,85,2610,4,False,-0.159,0.08452,False,False,-0.05643,0.16286,0.11417,0.17273,-0.12814,-0.14356
REAL DATA,86,4566,4,False,-0.02088,-0.2,False,False,-0.06019,-0.13812,-0.11274,-0.02088,-0.03612,-0.02088
REAL DATA,87,613,4,False,-0.08201,0.05464,False,False,0.0168,0.09207,0.02457,-0.00569,-0.09736,0.15819
REAL DATA,88,2309,4,False,0.11417,0.21593,False,False,0.07686,0.20526,-0.06668,-0.14356,0.21593,-0.03612
REAL DATA,89,3916,4,False,0.02457,0.03963,False,False,-0.08445,0.04959,0.17273,-0.00569,0.05464,-0.12814
REAL DATA,90,1348,4,False,0.1872,0.1872,False,False,0.2496,0.17072,-0.11274,-0.03612,0.30023,0.2016
REAL DATA,91,705,4,False,0.28639,0.09937,False,False,0.29481,0.12769,0.11417,0.09937,0.23018,-0.159
REAL DATA,92,1326,4,False,-0.02088,-0.06668,False,False,-0.14968,-0.08734,0.02457,0.06961,-0.2,0.03963
REAL DATA,93,2071,4,False,0.4839,0.42061,False,False,0.40014,0.4797,0.27246,0.15819,0.24436,-0.08201
REAL DATA,94,939,4,False,0.02457,-0.08201,False,False,0.02732,0.09436,0.12891,0.08452,-0.02088,0.27246
REAL DATA,95,3899,4,False,0.06961,0.03963,False,False,0.05445,0.06473,-0.05138,0.09937,-0.05138,0.00946
REAL DATA,96,542,4,False,0.06961,0.02457,False,False,0.02064,0.021,0.00946,0.02457,0.03963,-0.06668
REAL DATA,97,6078,4,False,0.15819,0.06961,False,False,0.07506,0.16968,0.17273,0.06961,0.03963,0.14358
REAL DATA,98,1973,4,False,-0.159,-0.2,False,False,-0.17888,-0.18114,-0.1899,0.00946,-0.2,-0.05138
REAL DATA,99,294,4,False,0.1872,-0.05138,False,False,0.23323,0.09236,0.08452,0.00946,0.24436,-0.2
REAL DATA,100,6099,4,False,0.21593,0.12891,False,False,0.24617,0.27275,0.08452,0.23018,0.32765,0.24436
REAL DATA,101,696,4,False,-0.00569,0.12891,False,False,-0.02247,0.14407,-0.159,-0.03612,-0.2,-0.08201
REAL DATA,102,1806,4,False,0.03963,-0.2,False,False,-0.05638,-0.21465,0.03963,-0.00569,0.08452,-0.2
REAL DATA,103,5781,4,False,-0.12814,-0.09736,False,False,-0.05224,0.0083,-0.2,-0.08201,-0.12814,0.03963
REAL DATA,104,7,6,True,0.92625,0.90416,True,True,0.91336,0.88724,0.8371,0.90994,0.92099,0.8982
REAL DATA,105,1378,6,False,0.27246,0.2016,False,False,0.09092,0.00438,-0.09736,0.02457,0.25845,0.24436
REAL DATA,106,1154,6,False,-0.11274,0.09937,False,False,0.02891,0.04546,-0.05138,0.06961,-0.00569,0.4839
REAL DATA,107,4720,6,False,0.08452,0.14358,False,False,0.09757,0.13043,-0.12814,-0.11274,0.23018,0.09937
REAL DATA,108,1705,6,False,0.23018,0.40763,False,False,0.15583,0.1793,0.1872,0.36808,0.1872,0.34122
REAL DATA,109,6101,6,False,-0.2,-0.159,False,False,-0.11638,-0.15565,-0.00569,-0.03612,-0.2,0.35469
REAL DATA,110,5580,6,False,0.11417,0.21593,False,False,-0.01579,0.05075,-0.05138,0.00946,0.00946,0.21593
REAL DATA,111,4214,6,False,0.31398,0.38136,False,False,0.11789,0.32298,0.03963,0.02457,0.50843,0.21593
REAL DATA,112,4396,6,False,0.27246,-0.05138,False,False,0.09479,-0.01908,0.09937,0.2016,0.15819,0.02457
REAL DATA,113,942,6,False,-0.1899,0.05464,False,False,-0.04371,-0.02222,-0.12814,-0.09736,-0.2,0.31398
REAL DATA,114,2182,6,False,-0.08201,0.2016,False,False,-0.1577,-0.00107,-0.05138,0.25845,-0.14356,0.12891
REAL DATA,115,5176,6,False,-0.02088,0.11417,False,False,0.09333,0.08987,0.14358,0.08452,-0.05138,0.08452
REAL DATA,116,4923,6,False,-0.09736,-0.2,False,False,-0.01487,-0.17165,-0.08201,-0.2,-0.09736,-0.2
REAL DATA,117,1133,6,False,0.08452,0.2016,False,False,0.075,-0.03978,0.2016,-0.2,0.14358,0.2016
REAL DATA,118,33,6,False,0.27246,0.36808,False,False,0.20694,0.23861,0.28639,0.52053,0.42061,0.54436
REAL DATA,119,284,6,False,-0.17444,-0.06668,False,False,0.02355,-0.07256,0.05464,0.05464,-0.2,0.08452
REAL DATA,120,1306,6,False,0.25845,0.21593,False,False,0.29227,0.07532,0.21593,0.23018,0.17273,0.25845
REAL DATA,121,5432,6,False,0.12891,0.05464,False,False,0.08619,-0.05111,0.03963,-0.11274,0.05464,-0.2
REAL DATA,122,5446,6,False,0.25845,-0.02088,False,False,0.20551,-0.07607,-0.1899,0.06961,-0.03612,0.15819
REAL DATA,123,1372,6,False,0.36808,0.42061,False,False,0.30668,0.18757,0.28639,0.4839,0.44625,0.15819
REAL DATA,124,1200,6,False,0.24436,0.44625,False,False,0.28242,0.32475,0.03963,0.08452,0.25845,0.14358
REAL DATA,125,4533,6,False,0.50843,0.36808,False,False,0.35531,0.32419,0.15819,0.32765,0.36808,0.57919
REAL DATA,126,178,6,False,0.24436,0.27246,False,False,0.22568,0.30421,0.24436,0.47146,0.30023,0.23018
REAL DATA,127,5418,6,False,0.24436,0.25845,False,False,0.17839,0.17025,0.02457,0.28639,0.15819,0.31398
REAL DATA,128,4621,6,False,0.25845,0.27246,False,False,0.1417,0.1286,0.03963,0.23018,0.03963,0.09937
REAL DATA,129,203,6,False,0.06961,-0.02088,False,False,0.1457,-0.02206,-0.09736,0.12891,-0.02088,0.25845
REAL DATA,130,5585,6,False,0.15819,0.36808,False,False,0.09288,0.19536,0.11417,0.09937,0.17273,0.14358
REAL DATA,131,6074,6,False,0.15819,0.00946,False,False,0.15943,0.08302,-0.08201,-0.08201,0.05464,-0.11274
REAL DATA,132,806,6,False,-0.08201,-0.2,False,False,-0.1257,-0.29542,-0.2,-0.17444,-0.17444,-0.2
REAL DATA,133,3191,6,False,-0.17444,-0.00569,False,False,-0.07265,-0.02353,0.12891,0.15819,-0.2,0.14358
REAL DATA,134,1439,6,False,0.17273,0.02457,False,False,0.14174,-0.05187,0.24436,0.03963,0.14358,-0.00569
REAL DATA,135,395,6,False,-0.08201,0.02457,False,False,0.02166,-0.00577,-0.06668,0.17273,0.09937,0.02457
REAL DATA,136,5228,6,False,0.27246,0.27246,False,False,0.05127,0.19767,0.05464,0.11417,0.28639,0.23018
REAL DATA,137,868,6,False,0.15819,0.15819,False,False,0.08768,0.07875,0.05464,0.25845,0.11417,0.06961
REAL DATA,138,1048,6,False,0.44625,0.35469,False,False,0.27886,0.09929,0.25845,0.09937,0.23018,0.21593
REAL DATA,139,2680,6,False,0.09937,0.28639,False,False,0.11744,0.25656,0.06961,-0.05138,-0.08201,0.24436
REAL DATA,140,2569,6,False,-0.1899,0.09937,False,False,-0.09392,-0.03732,-0.05138,0.06961,-0.09736,0.1872
REAL DATA,141,2602,6,False,0.28639,0.30023,False,False,0.26063,0.19485,-0.03612,0.06961,0.25845,0.15819
REAL DATA,142,267,6,False,-0.02088,0.1872,False,False,0.10198,0.25485,0.00946,0.27246,0.02457,-0.00569
REAL DATA,143,824,6,False,0.00946,0.15819,False,False,-0.14835,0.02202,0.06961,0.02457,-0.06668,-0.2
REAL DATA,144,3364,6,False,0.30023,0.12891,False,False,0.18623,-0.0077,-0.02088,0.02457,0.34122,0.09937
REAL DATA,145,2215,6,False,0.6454,0.81381,False,True,0.46475,0.49403,0.45891,0.67671,0.49622,0.34122
REAL DATA,146,394,6,False,0.03963,0.00946,False,False,0.03145,0.03297,0.05464,0.21593,0.24436,0.12891
REAL DATA,147,5658,6,False,0.02457,-0.12814,False,False,0.02474,-0.06386,0.00946,0.14358,0.09937,-0.11274
REAL DATA,148,3026,6,False,0.25845,0.09937,False,False,0.32977,0.00551,0.15819,0.30023,0.15819,0.35469
REAL DATA,149,152,6,False,0.11417,0.11417,False,False,0.06502,0.0512,-0.02088,0.38136,0.2016,0.28639
REAL DATA,150,1167,6,False,0.23018,0.24436,False,False,0.08472,0.08292,-0.02088,0.03963,0.03963,-0.03612
REAL DATA,151,6011,6,False,0.38136,-0.00569,False,False,0.22795,0.04184,0.06961,0.11417,0.27246,-0.1899
REAL DATA,152,5922,6,False,0.1872,0.39454,False,False,0.18541,0.22606,-0.2,-0.14356,0.24436,0.30023
REAL DATA,153,3796,6,False,0.27246,0.30023,False,False,0.09165,0.15756,-0.08201,0.09937,0.05464,0.11417
REAL DATA,154,1949,6,False,0.09937,0.11417,False,False,0.01,0.02496,0.14358,0.34122,-0.12814,0.00946
REAL DATA,155,9,8,True,0.61288,0.79749,False,False,0.49582,0.78534,0.42061,0.82173,0.67671,0.77185
REAL DATA,156,10,8,True,0.12891,0.40763,False,False,0.22028,0.4694,0.12891,0.25845,0.23018,0.47146
REAL DATA,157,11,8,True,0.59055,0.77185,False,False,0.63142,0.84036,0.43348,0.5325,0.45891,0.70677
REAL DATA,158,5710,8,False,-0.12814,0.15819,False,False,0.02443,0.13823,0.17273,0.03963,0.11417,0.08452
REAL DATA,159,1979,8,False,0.05464,0.03963,False,False,0.10119,0.07882,0.35469,0.43348,-0.1899,-0.05138
REAL DATA,160,2537,8,False,0.15819,0.31398,False,False,0.19327,0.3034,0.06961,0.25845,0.11417,0.24436
REAL DATA,161,2598,8,False,0.08452,-0.2,False,False,-0.03261,-0.15045,0.00946,-0.02088,0.05464,0.05464
REAL DATA,162,4339,8,False,0.24436,0.32765,False,False,0.05354,0.31731,0.2016,-0.03612,0.21593,0.08452
REAL DATA,163,2938,8,False,-0.09736,-0.12814,False,False,-0.0784,-0.05277,-0.08201,-0.2,-0.1899,-0.06668
REAL DATA,164,3800,8,False,0.23018,0.05464,False,False,0.29645,-0.03205,0.17273,0.23018,0.12891,0.32765
REAL DATA,165,291,8,False,0.05464,-0.03612,False,False,-0.02521,-0.01089,-0.2,-0.2,-0.2,-0.06668
REAL DATA,166,1897,8,False,-0.2,-0.159,False,False,-0.13066,-0.07821,0.11417,0.05464,-0.2,0.06961
REAL DATA,167,692,8,False,-0.14356,-0.2,False,False,0.13963,-0.04416,-0.03612,-0.11274,-0.2,0.14358
REAL DATA,168,4445,8,False,0.39454,0.27246,False,False,0.17935,0.24011,0.09937,0.03963,0.21593,0.27246
REAL DATA,169,4838,8,False,-0.14356,-0.159,False,False,-0.11027,-0.10349,0.2016,0.1872,-0.2,0.02457
REAL DATA,170,1640,8,False,-0.02088,0.17273,False,False,0.09643,0.32043,-0.11274,-0.1899,-0.2,-0.09736
REAL DATA,171,1964,8,False,-0.00569,-0.06668,False,False,-0.01887,0.00922,-0.05138,0.08452,0.03963,0.06961
REAL DATA,172,2069,8,False,-0.09736,-0.14356,False,False,-0.02323,-0.05991,0.09937,-0.12814,-0.2,-0.09736
REAL DATA,173,5484,8,False,0.08452,-0.12814,False,False,-0.01212,-0.21351,0.03963,-0.11274,0.05464,0.11417
REAL DATA,174,494,8,False,0.06961,-0.06668,False,False,-0.07431,-0.12453,-0.17444,0.02457,0.05464,-0.159
REAL DATA,175,3560,8,False,0.39454,0.44625,False,False,0.52536,0.33489,0.5677,0.47146,0.36808,0.23018
REAL DATA,176,1057,8,False,-0.02088,0.05464,False,False,-0.01082,-0.0397,-0.2,-0.159,-0.11274,-0.2
REAL DATA,177,1189,8,False,-0.00569,0.02457,False,False,-0.05721,0.06369,0.23018,0.24436,-0.09736,0.23018
REAL DATA,178,3689,8,False,0.39454,-0.06668,False,False,0.18851,0.12848,0.21593,0.30023,0.12891,0.14358
REAL DATA,179,4596,8,False,-0.03612,-0.159,False,False,-0.03554,-0.0547,0.1872,0.03963,0.09937,0.00946
REAL DATA,180,2707,8,False,0.23018,0.00946,False,False,0.04114,-0.07426,-0.12814,-0.2,0.2016,-0.00569
REAL DATA,181,3239,8,False,-0.11274,-0.2,False,False,-0.18634,-0.2472,-0.11274,-0.2,-0.09736,0.02457
REAL DATA,182,5767,8,False,0.38136,0.25845,False,False,0.27063,0.1869,0.11417,0.06961,0.28639,0.38136
REAL DATA,183,4518,8,False,-0.05138,-0.05138,False,False,-0.03915,0.01859,-0.2,-0.2,-0.05138,-0.03612
REAL DATA,184,627,8,False,0.15819,0.21593,False,False,0.05802,0.18123,0.36808,0.39454,-0.159,0.02457
REAL DATA,185,5034,8,False,0.02457,0.05464,False,False,-0.05081,0.07899,-0.02088,-0.2,-0.2,0.02457
REAL DATA,186,839,8,False,0.21593,0.14358,False,False,0.17196,0.18131,0.05464,0.02457,0.21593,0.02457
REAL DATA,187,2755,8,False,0.08452,0.17273,False,False,0.12092,0.20144,-0.08201,-0.14356,-0.08201,-0.00569
REAL DATA,188,3339,8,False,-0.06668,-0.2,False,False,0.06714,-0.08894,0.06961,-0.09736,-0.03612,-0.09736
REAL DATA,189,2322,8,False,0.23018,0.28639,False,False,0.09999,0.19911,-0.06668,-0.14356,0.12891,0.17273
REAL DATA,190,659,8,False,0.27246,0.2016,False,False,0.18333,0.21565,0.11417,0.12891,0.12891,0.05464
REAL DATA,191,5238,8,False,0.08452,0.08452,False,False,-0.01166,0.15958,0.25845,0.12891,0.32765,-0.12814
REAL DATA,192,630,8,False,-0.03612,-0.08201,False,False,-0.04941,-0.05253,0.23018,0.14358,-0.159,-0.17444
REAL DATA,193,4774,8,False,-0.12814,-0.03612,False,False,-0.09319,-0.07987,-0.2,-0.2,-0.2,-0.08201
REAL DATA,194,3376,8,False,0.50843,0.59055,False,False,0.3639,0.49966,0.4839,0.44625,0.47146,0.38136
REAL DATA,195,5970,8,False,0.23018,0.02457,False,False,0.11673,0.05063,-0.06668,0.00946,0.34122,0.00946
REAL DATA,196,6043,8,False,-0.159,-0.03612,False,False,-0.16719,0.03939,-0.2,-0.2,-0.17444,-0.14356
REAL DATA,197,855,8,False,0.08452,0.42061,False,False,0.18307,0.27056,0.27246,0.38136,0.14358,0.05464
REAL DATA,198,2978,8,False,-0.08201,0.21593,False,False,-0.10949,-0.04731,0.23018,0.27246,-0.06668,-0.159
REAL DATA,199,1951,8,False,0.06961,-0.02088,False,False,0.04858,0.04413,-0.02088,-0.159,0.08452,0.11417
REAL DATA,200,3810,8,False,-0.00569,-0.14356,False,False,-0.08577,-0.1467,0.05464,0.12891,0.05464,0.11417
REAL DATA,201,4959,8,False,0.03963,0.08452,False,False,0.09516,-0.03869,0.2016,0.2016,0.11417,0.21593
REAL DATA,202,3123,8,False,-0.00569,-0.1899,False,False,0.02983,0.00656,0.03963,-0.05138,0.05464,-0.00569
REAL DATA,203,3769,8,False,0.09937,0.28639,False,False,0.23163,0.18684,0.11417,0.11417,0.27246,0.09937
REAL DATA,204,5532,8,False,0.05464,0.30023,False,False,0.11085,0.02529,0.4839,0.45891,0.17273,0.36808
REAL DATA,205,1696,8,False,0.2016,-0.2,False,False,0.10547,-0.18669,0.09937,-0.09736,0.09937,0.12891
REAL DATA,206,4146,8,False,-0.05138,-0.03612,False,False,-0.10592,-0.02278,0.12891,0.14358,-0.00569,-0.06668
REAL DATA,207,2741,8,False,0.23018,0.09937,False,False,-0.00822,0.003,0.27246,0.09937,-0.159,0.03963
REAL DATA,208,13,12,True,0.81381,0.65598,True,False,0.75289,0.63011,0.763,0.73554,0.6347,0.45891
REAL DATA,209,14,12,True,0.88579,0.81381,True,True,0.78836,0.75527,0.763,0.70677,0.763,0.71651
REAL DATA,210,15,12,True,0.78909,0.74484,False,False,0.76383,0.77732,0.60178,0.6454,0.6454,0.71651
REAL DATA,211,4778,12,False,0.14358,0.28639,False,False,0.2858,0.26301,0.2016,0.45891,0.23018,0.11417
REAL DATA,212,2671,12,False,0.08452,-0.09736,False,False,0.11169,0.20547,0.17273,-0.00569,0.03963,0.08452
REAL DATA,213,464,12,False,0.2016,0.2016,False,False,0.12801,0.14906,0.02457,-0.06668,0.11417,0.15819
REAL DATA,214,3787,12,False,-0.17444,-0.09736,False,False,-0.01391,-0.00658,-0.08201,-0.02088,-0.2,0.17273
REAL DATA,215,5096,12,False,-0.12814,-0.02088,False,False,-0.02563,0.00545,-0.06668,-0.09736,-0.159,-0.2
REAL DATA,216,3398,12,False,0.00946,-0.06668,False,False,-0.06112,-0.02723,-0.2,-0.05138,-0.09736,-0.00569
REAL DATA,217,561,12,False,0.05464,0.24436,False,False,0.12601,0.28969,0.21593,0.03963,-0.08201,0.17273
REAL DATA,218,2990,12,False,0.35469,0.24436,False,False,0.34607,0.20821,0.34122,0.09937,0.35469,0.57919
REAL DATA,219,4321,12,False,0.12891,0.00946,False,False,0.02977,0.14124,-0.12814,-0.2,0.15819,0.15819
REAL DATA,220,5668,12,False,0.14358,0.28639,False,False,0.18399,0.2607,0.11417,0.17273,0.06961,0.03963
